"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050728","GO:0050728","negative regulation of inflammatory response","4/72","184/18903",0.00534168030092349,0.0159596082932937,0.0073823011074772,"IGF1/IL10/CDH5/HLA-DRB1",4
"GO:0090087","GO:0090087","regulation of peptide transport","4/72","184/18903",0.00534168030092349,0.0159596082932937,0.0073823011074772,"IL1B/EFNA5/HLA-DRB1/CD74",4
"GO:0050886","GO:0050886","endocrine process","3/72","93/18903",0.00538083910665637,0.0160230758303652,0.00741165874963241,"IL1B/SPP1/FZD4",3
"GO:0051781","GO:0051781","positive regulation of cell division","3/72","93/18903",0.00538083910665637,0.0160230758303652,0.00741165874963241,"TGFB2/IL1A/IL1B",3
"GO:0055017","GO:0055017","cardiac muscle tissue growth","3/72","93/18903",0.00538083910665637,0.0160230758303652,0.00741165874963241,"TGFB2/IGF1/NOTCH1",3
"GO:0060537","GO:0060537","muscle tissue development","6/72","422/18903",0.00539832554465352,0.0160240711359362,0.00741211913971744,"TGFB2/IGF1/EFNB2/FZD7/NOTCH1/NOTCH2",6
"GO:0001773","GO:0001773","myeloid dendritic cell activation","2/72","29/18903",0.00543492535732462,0.0160240711359362,0.00741211913971744,"IL10/NOTCH2",2
"GO:0010575","GO:0010575","positive regulation of vascular endothelial growth factor production","2/72","29/18903",0.00543492535732462,0.0160240711359362,0.00741211913971744,"IL1A/IL1B",2
"GO:0010800","GO:0010800","positive regulation of peptidyl-threonine phosphorylation","2/72","29/18903",0.00543492535732462,0.0160240711359362,0.00741211913971744,"EGF/APP",2
"GO:0010955","GO:0010955","negative regulation of protein processing","2/72","29/18903",0.00543492535732462,0.0160240711359362,0.00741211913971744,"THBS1/IL1R2",2
"GO:0034698","GO:0034698","response to gonadotropin","2/72","29/18903",0.00543492535732462,0.0160240711359362,0.00741211913971744,"EFNA5/NOTCH1",2
"GO:0042104","GO:0042104","positive regulation of activated T cell proliferation","2/72","29/18903",0.00543492535732462,0.0160240711359362,0.00741211913971744,"IGF1/ICOSLG",2
"GO:0048873","GO:0048873","homeostasis of number of cells within a tissue","2/72","29/18903",0.00543492535732462,0.0160240711359362,0.00741211913971744,"IL7/NOTCH1",2
"GO:1903318","GO:1903318","negative regulation of protein maturation","2/72","29/18903",0.00543492535732462,0.0160240711359362,0.00741211913971744,"THBS1/IL1R2",2
"GO:0022404","GO:0022404","molting cycle process","3/72","94/18903",0.00554321225159637,0.0163074983235012,0.00754322165816265,"TGFB2/EGFR/NOTCH1",3
"GO:0022405","GO:0022405","hair cycle process","3/72","94/18903",0.00554321225159637,0.0163074983235012,0.00754322165816265,"TGFB2/EGFR/NOTCH1",3
"GO:0098773","GO:0098773","skin epidermis development","3/72","95/18903",0.00570850663957467,0.0167570276958193,0.00775115666020791,"TGFB2/EGFR/NOTCH1",3
"GO:1903510","GO:1903510","mucopolysaccharide metabolic process","3/72","95/18903",0.00570850663957467,0.0167570276958193,0.00775115666020791,"EGF/IL1B/CD44",3
"GO:0009914","GO:0009914","hormone transport","5/72","300/18903",0.00572793579895656,0.016795684971148,0.00776903802930087,"IL1B/SPP1/EFNA5/HLA-DRB1/FZD4",5
"GO:0030308","GO:0030308","negative regulation of cell growth","4/72","188/18903",0.00575987730355449,0.0168525090571829,0.00779532266646473,"TGFB2/WNT11/SPP1/CDH1",4
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","4/72","188/18903",0.00575987730355449,0.0168525090571829,0.00779532266646473,"EGF/IL10/EPHA2/NOTCH1",4
"GO:0007176","GO:0007176","regulation of epidermal growth factor-activated receptor activity","2/72","30/18903",0.0058088627259908,0.0168853506975442,0.00781051394644826,"EGF/APP",2
"GO:0043032","GO:0043032","positive regulation of macrophage activation","2/72","30/18903",0.0058088627259908,0.0168853506975442,0.00781051394644826,"IL10/THBS1",2
"GO:0050820","GO:0050820","positive regulation of coagulation","2/72","30/18903",0.0058088627259908,0.0168853506975442,0.00781051394644826,"THBS1/CD36",2
"GO:0070498","GO:0070498","interleukin-1-mediated signaling pathway","2/72","30/18903",0.0058088627259908,0.0168853506975442,0.00781051394644826,"IL1B/IL1R2",2
"GO:1902230","GO:1902230","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage","2/72","30/18903",0.0058088627259908,0.0168853506975442,0.00781051394644826,"CD44/CD74",2
"GO:2000108","GO:2000108","positive regulation of leukocyte apoptotic process","2/72","30/18903",0.0058088627259908,0.0168853506975442,0.00781051394644826,"IL10/LGALS9",2
"GO:0070664","GO:0070664","negative regulation of leukocyte proliferation","3/72","96/18903",0.00587673629702475,0.0170641596157115,0.00789322407631828,"IL10/LGALS9/HLA-DRB1",3
"GO:0009410","GO:0009410","response to xenobiotic stimulus","6/72","432/18903",0.0060363546508809,0.0175086913819605,0.00809884737796709,"TGFB2/IL10/IL1B/COL1A1/THBS1/CDH1",6
"GO:0051056","GO:0051056","regulation of small GTPase mediated signal transduction","5/72","305/18903",0.00613480879198326,0.0177750453443748,0.00822205247896812,"TGFB2/IGF1/KITLG/NOTCH1/NOTCH2",5
"GO:0006979","GO:0006979","response to oxidative stress","6/72","434/18903",0.00617030790004469,0.0178509117583239,0.0082571453647974,"IL10/IL1A/COL1A1/APP/EGFR/CD36",6
"GO:0001945","GO:0001945","lymph vessel development","2/72","31/18903",0.00619425972679819,0.0178509117583239,0.0082571453647974,"EFNB2/EPHA2",2
"GO:0002313","GO:0002313","mature B cell differentiation involved in immune response","2/72","31/18903",0.00619425972679819,0.0178509117583239,0.0082571453647974,"IL10/NOTCH2",2
"GO:0031069","GO:0031069","hair follicle morphogenesis","2/72","31/18903",0.00619425972679819,0.0178509117583239,0.0082571453647974,"TGFB2/NOTCH1",2
"GO:0035767","GO:0035767","endothelial cell chemotaxis","2/72","31/18903",0.00619425972679819,0.0178509117583239,0.0082571453647974,"THBS1/NOTCH1",2
"GO:0009749","GO:0009749","response to glucose","4/72","194/18903",0.00642734258748486,0.0184631265120149,0.00854033236858407,"THBS1/EFNA5/ICAM1/HLA-DRB1",4
"GO:0010952","GO:0010952","positive regulation of peptidase activity","4/72","194/18903",0.00642734258748486,0.0184631265120149,0.00854033236858407,"LGALS9/FN1/APP/EFNA1",4
"GO:0031345","GO:0031345","negative regulation of cell projection organization","4/72","194/18903",0.00642734258748486,0.0184631265120149,0.00854033236858407,"SPP1/CDH1/EFNA1/EFNB2",4
"GO:0055074","GO:0055074","calcium ion homeostasis","5/72","309/18903",0.00647467559385144,0.0185792028003245,0.00859402479611691,"CCL7/APP/CDH5/CCR2/CD40",5
"GO:0042063","GO:0042063","gliogenesis","5/72","310/18903",0.00656167135873163,0.0187129345037768,0.00865588393979749,"TGFB2/IL1B/APP/CCR2/NOTCH1",5
"GO:0001776","GO:0001776","leukocyte homeostasis","3/72","100/18903",0.00657927831503644,0.0187129345037768,0.00865588393979749,"KITLG/LGALS9/CD74",3
"GO:0002532","GO:0002532","production of molecular mediator involved in inflammatory response","3/72","100/18903",0.00657927831503644,0.0187129345037768,0.00865588393979749,"IL17B/IL1R2/CD36",3
"GO:0001516","GO:0001516","prostaglandin biosynthetic process","2/72","32/18903",0.00659102612973129,0.0187129345037768,0.00865588393979749,"IL1B/CD74",2
"GO:0002717","GO:0002717","positive regulation of natural killer cell mediated immunity","2/72","32/18903",0.00659102612973129,0.0187129345037768,0.00865588393979749,"HLA-E/KLRK1",2
"GO:0002862","GO:0002862","negative regulation of inflammatory response to antigenic stimulus","2/72","32/18903",0.00659102612973129,0.0187129345037768,0.00865588393979749,"IL10/HLA-DRB1",2
"GO:0007435","GO:0007435","salivary gland morphogenesis","2/72","32/18903",0.00659102612973129,0.0187129345037768,0.00865588393979749,"TGFB2/EGFR",2
"GO:0046457","GO:0046457","prostanoid biosynthetic process","2/72","32/18903",0.00659102612973129,0.0187129345037768,0.00865588393979749,"IL1B/CD74",2
"GO:0061384","GO:0061384","heart trabecula morphogenesis","2/72","32/18903",0.00659102612973129,0.0187129345037768,0.00865588393979749,"TGFB2/NOTCH1",2
"GO:1901889","GO:1901889","negative regulation of cell junction assembly","2/72","32/18903",0.00659102612973129,0.0187129345037768,0.00865588393979749,"IL1B/THBS1",2
"GO:0045664","GO:0045664","regulation of neuron differentiation","4/72","196/18903",0.00666077450953718,0.0188909704112984,0.00873823650466712,"APP/JAG1/NOTCH1/NOTCH3",4
"GO:0008630","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","3/72","102/18903",0.006948505092394,0.0196654421549505,0.00909647735280094,"CD44/CD74/EPHA2",3
"GO:0060419","GO:0060419","heart growth","3/72","102/18903",0.006948505092394,0.0196654421549505,0.00909647735280094,"TGFB2/IGF1/NOTCH1",3
"GO:0030947","GO:0030947","regulation of vascular endothelial growth factor receptor signaling pathway","2/72","33/18903",0.00699907220919004,0.0197668534076388,0.00914338629876461,"IL1B/FZD4",2
"GO:1902253","GO:1902253","regulation of intrinsic apoptotic signaling pathway by p53 class mediator","2/72","33/18903",0.00699907220919004,0.0197668534076388,0.00914338629876461,"CD44/CD74",2
"GO:0001935","GO:0001935","endothelial cell proliferation","4/72","199/18903",0.00702137664234423,0.0197881864825731,0.00915325415891624,"EGF/IL10/THBS1/EPHA2",4
"GO:0009746","GO:0009746","response to hexose","4/72","199/18903",0.00702137664234423,0.0197881864825731,0.00915325415891624,"THBS1/EFNA5/ICAM1/HLA-DRB1",4
"GO:0019233","GO:0019233","sensory perception of pain","3/72","103/18903",0.00713765094873019,0.0200526884769038,0.00927560261069484,"IL10/IL1A/CCR2",3
"GO:0046620","GO:0046620","regulation of organ growth","3/72","103/18903",0.00713765094873019,0.0200526884769038,0.00927560261069484,"IGF1/IL7/NOTCH1",3
"GO:1903076","GO:1903076","regulation of protein localization to plasma membrane","3/72","103/18903",0.00713765094873019,0.0200526884769038,0.00927560261069484,"EGFR/EPHA2/EPHA3",3
"GO:0051963","GO:0051963","regulation of synapse assembly","3/72","104/18903",0.00732983431538726,0.0205710726654645,0.00951538720308476,"THBS2/APP/EFNA5",3
"GO:0007431","GO:0007431","salivary gland development","2/72","34/18903",0.00741830874154333,0.0206895242760507,0.00957017836336534,"TGFB2/EGFR",2
"GO:0036336","GO:0036336","dendritic cell migration","2/72","34/18903",0.00741830874154333,0.0206895242760507,0.00957017836336534,"LGALS9/CCR2",2
"GO:0055094","GO:0055094","response to lipoprotein particle","2/72","34/18903",0.00741830874154333,0.0206895242760507,0.00957017836336534,"ITGB2/CD36",2
"GO:0090322","GO:0090322","regulation of superoxide metabolic process","2/72","34/18903",0.00741830874154333,0.0206895242760507,0.00957017836336534,"ITGB2/CD36",2
"GO:1901797","GO:1901797","negative regulation of signal transduction by p53 class mediator","2/72","34/18903",0.00741830874154333,0.0206895242760507,0.00957017836336534,"CD44/CD74",2
"GO:1902624","GO:1902624","positive regulation of neutrophil migration","2/72","34/18903",0.00741830874154333,0.0206895242760507,0.00957017836336534,"IL1A/CD74",2
"GO:0001763","GO:0001763","morphogenesis of a branching structure","4/72","203/18903",0.00752198480874494,0.0209220249939657,0.00967772425520746,"EGF/IL10/EPHA2/NOTCH1",4
"GO:0008585","GO:0008585","female gonad development","3/72","105/18903",0.00752506676078154,0.0209220249939657,0.00967772425520746,"KITLG/FZD4/KIT",3
"GO:1901655","GO:1901655","cellular response to ketone","3/72","105/18903",0.00752506676078154,0.0209220249939657,0.00967772425520746,"TNFSF4/SPP1/EFNA5",3
"GO:1901890","GO:1901890","positive regulation of cell junction assembly","3/72","106/18903",0.00772335959162798,0.0214511115779895,0.00992245936420332,"THBS2/EFNA5/EPHA2",3
"GO:0072503","GO:0072503","cellular divalent inorganic cation homeostasis","5/72","323/18903",0.00776864070538836,0.0215545636117445,0.00997031229701505,"CCL7/APP/CDH5/CCR2/CD40",5
"GO:0043281","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","4/72","205/18903",0.0077808993445446,0.021566273699807,0.00997572893346899,"LGALS9/THBS1/CD27/CD44",4
"GO:0002719","GO:0002719","negative regulation of cytokine production involved in immune response","2/72","35/18903",0.00784864700269335,0.0215978665725398,0.00999034258156595,"TGFB2/IL10",2
"GO:0048730","GO:0048730","epidermis morphogenesis","2/72","35/18903",0.00784864700269335,0.0215978665725398,0.00999034258156595,"TGFB2/NOTCH1",2
"GO:0060914","GO:0060914","heart formation","2/72","35/18903",0.00784864700269335,0.0215978665725398,0.00999034258156595,"WNT11/NOTCH1",2
"GO:0070528","GO:0070528","protein kinase C signaling","2/72","35/18903",0.00784864700269335,0.0215978665725398,0.00999034258156595,"WNT11/CD40",2
"GO:2000352","GO:2000352","negative regulation of endothelial cell apoptotic process","2/72","35/18903",0.00784864700269335,0.0215978665725398,0.00999034258156595,"CDH5/ICAM1",2
"GO:2000406","GO:2000406","positive regulation of T cell migration","2/72","35/18903",0.00784864700269335,0.0215978665725398,0.00999034258156595,"APP/CCR2",2
"GO:2000515","GO:2000515","negative regulation of CD4-positive, alpha-beta T cell activation","2/72","35/18903",0.00784864700269335,0.0215978665725398,0.00999034258156595,"TNFSF4/LGALS9",2
"GO:0033138","GO:0033138","positive regulation of peptidyl-serine phosphorylation","3/72","108/18903",0.00812917034139088,0.0223011902105846,0.010315673051878,"APP/EGFR/CD44",3
"GO:0051341","GO:0051341","regulation of oxidoreductase activity","3/72","108/18903",0.00812917034139088,0.0223011902105846,0.010315673051878,"IL1A/IL1B/EGFR",3
"GO:0090263","GO:0090263","positive regulation of canonical Wnt signaling pathway","3/72","108/18903",0.00812917034139088,0.0223011902105846,0.010315673051878,"EGF/COL1A1/EGFR",3
"GO:0018149","GO:0018149","peptide cross-linking","2/72","36/18903",0.00828999876565093,0.0226267209442945,0.0104662510517775,"FN1/THBS1",2
"GO:0019934","GO:0019934","cGMP-mediated signaling","2/72","36/18903",0.00828999876565093,0.0226267209442945,0.0104662510517775,"THBS1/CD36",2
"GO:0051930","GO:0051930","regulation of sensory perception of pain","2/72","36/18903",0.00828999876565093,0.0226267209442945,0.0104662510517775,"IL10/IL1A",2
"GO:0051931","GO:0051931","regulation of sensory perception","2/72","36/18903",0.00828999876565093,0.0226267209442945,0.0104662510517775,"IL10/IL1A",2
"GO:1903580","GO:1903580","positive regulation of ATP metabolic process","2/72","36/18903",0.00828999876565093,0.0226267209442945,0.0104662510517775,"IGF1/APP",2
"GO:0030100","GO:0030100","regulation of endocytosis","4/72","209/18903",0.00831621574411962,0.0226619977883984,0.0104825687633724,"EGF/EFNB2/CD36/EPHA3",4
"GO:0001708","GO:0001708","cell fate specification","3/72","109/18903",0.00833670958522149,0.0226619977883984,0.0104825687633724,"WNT11/FZD7/NOTCH1",3
"GO:0046545","GO:0046545","development of primary female sexual characteristics","3/72","109/18903",0.00833670958522149,0.0226619977883984,0.0104825687633724,"KITLG/FZD4/KIT",3
"GO:0046822","GO:0046822","regulation of nucleocytoplasmic transport","3/72","109/18903",0.00833670958522149,0.0226619977883984,0.0104825687633724,"IL1B/CDH1/CD36",3
"GO:0002335","GO:0002335","mature B cell differentiation","2/72","37/18903",0.0087422762981215,0.0236446847861492,0.010937121981627,"IL10/NOTCH2",2
"GO:0003161","GO:0003161","cardiac conduction system development","2/72","37/18903",0.0087422762981215,0.0236446847861492,0.010937121981627,"NOTCH1/NOTCH2",2
"GO:0050931","GO:0050931","pigment cell differentiation","2/72","37/18903",0.0087422762981215,0.0236446847861492,0.010937121981627,"KITLG/KIT",2
"GO:0055023","GO:0055023","positive regulation of cardiac muscle tissue growth","2/72","37/18903",0.0087422762981215,0.0236446847861492,0.010937121981627,"IGF1/NOTCH1",2
"GO:0071402","GO:0071402","cellular response to lipoprotein particle stimulus","2/72","37/18903",0.0087422762981215,0.0236446847861492,0.010937121981627,"ITGB2/CD36",2
"GO:0030510","GO:0030510","regulation of BMP signaling pathway","3/72","111/18903",0.00876110722324742,0.0236717529506272,0.0109496426736722,"CDH5/NOTCH1/NOTCH2",3
"GO:0060249","GO:0060249","anatomical structure homeostasis","5/72","333/18903",0.00879674599992778,0.0237441343237487,0.0109831235136237,"IL7/SPP1/APP/CDH5/NOTCH1",5
"GO:0017157","GO:0017157","regulation of exocytosis","4/72","213/18903",0.00887519548730264,0.0239318085351085,0.0110699343872307,"LGALS9/ITGB2/CCR2/NOTCH1",4
"GO:0023061","GO:0023061","signal release","6/72","470/18903",0.0089705803267144,0.0241604161615387,0.0111756794846516,"IL1A/IL1B/SPP1/EFNA5/HLA-DRB1/FZD4",6
"GO:0045445","GO:0045445","myoblast differentiation","3/72","112/18903",0.00897798543162658,0.0241604161615387,0.0111756794846516,"IGF1/JAG1/NOTCH1",3
"GO:0007229","GO:0007229","integrin-mediated signaling pathway","3/72","113/18903",0.00919799603028589,0.0246487701618303,0.0114015732666881,"CD40LG/FN1/ITGB2",3
"GO:0003203","GO:0003203","endocardial cushion morphogenesis","2/72","38/18903",0.0092053923601021,0.0246487701618303,0.0114015732666881,"TGFB2/NOTCH1",2
"GO:0032885","GO:0032885","regulation of polysaccharide biosynthetic process","2/72","38/18903",0.0092053923601021,0.0246487701618303,0.0114015732666881,"EGF/IGF1",2
"GO:0043516","GO:0043516","regulation of DNA damage response, signal transduction by p53 class mediator","2/72","38/18903",0.0092053923601021,0.0246487701618303,0.0114015732666881,"CD44/CD74",2
"GO:1902229","GO:1902229","regulation of intrinsic apoptotic signaling pathway in response to DNA damage","2/72","38/18903",0.0092053923601021,0.0246487701618303,0.0114015732666881,"CD44/CD74",2
"GO:0070482","GO:0070482","response to oxygen levels","5/72","337/18903",0.00923322161581638,0.0246986376821888,0.0114246400640683,"TGFB2/IL1A/COL1A1/THBS1/NOTCH1",5
"GO:0007179","GO:0007179","transforming growth factor beta receptor signaling pathway","4/72","216/18903",0.00931020412473724,0.0248797586321415,0.0115084196509386,"TGFB2/COL1A2/THBS1/CDH5",4
"GO:0009408","GO:0009408","response to heat","3/72","114/18903",0.00942114831139075,0.025126183816562,0.0116224064655537,"IGF1/IL1A/THBS1",3
"GO:0044344","GO:0044344","cellular response to fibroblast growth factor stimulus","3/72","114/18903",0.00942114831139075,0.025126183816562,0.0116224064655537,"COL1A1/THBS1/CD44",3
"GO:0062012","GO:0062012","regulation of small molecule metabolic process","5/72","339/18903",0.00945698688862329,0.0251967187906418,0.0116550332323074,"IGF1/IL1B/APP/KIT/CD74",5
"GO:0042303","GO:0042303","molting cycle","3/72","115/18903",0.00964745132496075,0.0256361847192444,0.0118583132722558,"TGFB2/EGFR/NOTCH1",3
"GO:0042633","GO:0042633","hair cycle","3/72","115/18903",0.00964745132496075,0.0256361847192444,0.0118583132722558,"TGFB2/EGFR/NOTCH1",3
"GO:0032570","GO:0032570","response to progesterone","2/72","39/18903",0.00967926020148886,0.0256361847192444,0.0118583132722558,"TGFB2/THBS1",2
"GO:0043403","GO:0043403","skeletal muscle tissue regeneration","2/72","39/18903",0.00967926020148886,0.0256361847192444,0.0118583132722558,"IGF1/FZD7",2
"GO:0060251","GO:0060251","regulation of glial cell proliferation","2/72","39/18903",0.00967926020148886,0.0256361847192444,0.0118583132722558,"IL1B/NOTCH1",2
"GO:0097242","GO:0097242","amyloid-beta clearance","2/72","39/18903",0.00967926020148886,0.0256361847192444,0.0118583132722558,"ITGB2/CD36",2
"GO:0002065","GO:0002065","columnar/cuboidal epithelial cell differentiation","3/72","116/18903",0.00987691388097322,0.0261338855450209,0.0120885305363515,"WNT11/JAG1/NOTCH1",3
"GO:0001953","GO:0001953","negative regulation of cell-matrix adhesion","2/72","40/18903",0.0101637935596954,0.0266303301959596,0.0123181667422706,"THBS1/JAG1",2
"GO:0010863","GO:0010863","positive regulation of phospholipase C activity","2/72","40/18903",0.0101637935596954,0.0266303301959596,0.0123181667422706,"EGFR/KIT",2
"GO:0035886","GO:0035886","vascular associated smooth muscle cell differentiation","2/72","40/18903",0.0101637935596954,0.0266303301959596,0.0123181667422706,"KIT/NOTCH1",2
"GO:0045740","GO:0045740","positive regulation of DNA replication","2/72","40/18903",0.0101637935596954,0.0266303301959596,0.0123181667422706,"EGF/EGFR",2
"GO:0045923","GO:0045923","positive regulation of fatty acid metabolic process","2/72","40/18903",0.0101637935596954,0.0266303301959596,0.0123181667422706,"IL1B/CD74",2
"GO:0051154","GO:0051154","negative regulation of striated muscle cell differentiation","2/72","40/18903",0.0101637935596954,0.0266303301959596,0.0123181667422706,"FZD7/NOTCH1",2
"GO:0071392","GO:0071392","cellular response to estradiol stimulus","2/72","40/18903",0.0101637935596954,0.0266303301959596,0.0123181667422706,"IL10/EGFR",2
"GO:0098751","GO:0098751","bone cell development","2/72","40/18903",0.0101637935596954,0.0266303301959596,0.0123181667422706,"KIT/NOTCH2",2
"GO:1901532","GO:1901532","regulation of hematopoietic progenitor cell differentiation","2/72","40/18903",0.0101637935596954,0.0266303301959596,0.0123181667422706,"KITLG/NOTCH1",2
"GO:1990000","GO:1990000","amyloid fibril formation","2/72","40/18903",0.0101637935596954,0.0266303301959596,0.0123181667422706,"APP/CD36",2
"GO:0030326","GO:0030326","embryonic limb morphogenesis","3/72","118/18903",0.0103453516725503,0.0270268534931378,0.0125015831721794,"TGFB2/NOTCH1/NOTCH2",3
"GO:0035113","GO:0035113","embryonic appendage morphogenesis","3/72","118/18903",0.0103453516725503,0.0270268534931378,0.0125015831721794,"TGFB2/NOTCH1/NOTCH2",3
"GO:0071346","GO:0071346","cellular response to interferon-gamma","3/72","118/18903",0.0103453516725503,0.0270268534931378,0.0125015831721794,"CCL7/LGALS9/HLA-DPA1",3
"GO:0015718","GO:0015718","monocarboxylic acid transport","3/72","119/18903",0.0105843433466012,0.0275774798085694,0.0127562817326651,"IL1A/IL1B/CD36",3
"GO:0002691","GO:0002691","regulation of cellular extravasation","2/72","41/18903",0.0106589066572816,0.0275774798085694,0.0127562817326651,"ICAM1/CCR2",2
"GO:0010719","GO:0010719","negative regulation of epithelial to mesenchymal transition","2/72","41/18903",0.0106589066572816,0.0275774798085694,0.0127562817326651,"TGFB2/EFNA1",2
"GO:0042417","GO:0042417","dopamine metabolic process","2/72","41/18903",0.0106589066572816,0.0275774798085694,0.0127562817326651,"TGFB2/ITGB2",2
"GO:0046688","GO:0046688","response to copper ion","2/72","41/18903",0.0106589066572816,0.0275774798085694,0.0127562817326651,"IL1A/APP",2
"GO:0050850","GO:0050850","positive regulation of calcium-mediated signaling","2/72","41/18903",0.0106589066572816,0.0275774798085694,0.0127562817326651,"IGF1/CD4",2
"GO:0060421","GO:0060421","positive regulation of heart growth","2/72","41/18903",0.0106589066572816,0.0275774798085694,0.0127562817326651,"IGF1/NOTCH1",2
"GO:0150077","GO:0150077","regulation of neuroinflammatory response","2/72","41/18903",0.0106589066572816,0.0275774798085694,0.0127562817326651,"IGF1/IL1B",2
"GO:1901031","GO:1901031","regulation of response to reactive oxygen species","2/72","41/18903",0.0106589066572816,0.0275774798085694,0.0127562817326651,"IL10/CD36",2
"GO:1902742","GO:1902742","apoptotic process involved in development","2/72","41/18903",0.0106589066572816,0.0275774798085694,0.0127562817326651,"TGFB2/NOTCH1",2
"GO:0033157","GO:0033157","regulation of intracellular protein transport","4/72","225/18903",0.0106981172664582,0.0276522626453827,0.0127908733973777,"IL1B/CDH1/ITGB2/CD36",4
"GO:0071774","GO:0071774","response to fibroblast growth factor","3/72","120/18903",0.0108265274441801,0.0279572407437297,0.0129319445384614,"COL1A1/THBS1/CD44",3
"GO:0031346","GO:0031346","positive regulation of cell projection organization","5/72","352/18903",0.0110035514490496,0.0283870466709617,0.0131307562332282,"FN1/EFNA5/FZD4/KIT/EPHA3",5
"GO:0032355","GO:0032355","response to estradiol","3/72","121/18903",0.0110719116061345,0.0285359643028423,0.0131996398034608,"IL10/COL1A1/EGFR",3
"GO:0010453","GO:0010453","regulation of cell fate commitment","2/72","42/18903",0.0111645141995935,0.0286644895669945,0.0132590906485225,"WNT11/FZD7",2
"GO:0014002","GO:0014002","astrocyte development","2/72","42/18903",0.0111645141995935,0.0286644895669945,0.0132590906485225,"IL1B/APP",2
"GO:0090051","GO:0090051","negative regulation of cell migration involved in sprouting angiogenesis","2/72","42/18903",0.0111645141995935,0.0286644895669945,0.0132590906485225,"THBS1/NOTCH1",2
"GO:1900274","GO:1900274","regulation of phospholipase C activity","2/72","42/18903",0.0111645141995935,0.0286644895669945,0.0132590906485225,"EGFR/KIT",2
"GO:0043500","GO:0043500","muscle adaptation","3/72","122/18903",0.0113205032456092,0.029037199051596,0.0134314917244372,"IGF1/IL1B/NOTCH1",3
"GO:0072507","GO:0072507","divalent inorganic cation homeostasis","5/72","356/18903",0.0115123068643489,0.0295009735597403,0.0136460159785526,"CCL7/APP/CDH5/CCR2/CD40",5
"GO:0002790","GO:0002790","peptide secretion","4/72","230/18903",0.0115240698706059,0.0295029384187363,0.0136469248467701,"IL1B/EFNA5/HLA-DRB1/CD74",4
"GO:0030203","GO:0030203","glycosaminoglycan metabolic process","3/72","123/18903",0.0115723095500559,0.0295700062121905,0.0136779478290887,"EGF/IL1B/CD44",3
"GO:0030282","GO:0030282","bone mineralization","3/72","123/18903",0.0115723095500559,0.0295700062121905,0.0136779478290887,"WNT11/IGF1/COL1A2",3
"GO:0033574","GO:0033574","response to testosterone","2/72","43/18903",0.0116805313724129,0.0297332691386943,0.0137534669809995,"SPP1/THBS1",2
"GO:0042491","GO:0042491","inner ear auditory receptor cell differentiation","2/72","43/18903",0.0116805313724129,0.0297332691386943,0.0137534669809995,"JAG1/NOTCH1",2
"GO:0043507","GO:0043507","positive regulation of JUN kinase activity","2/72","43/18903",0.0116805313724129,0.0297332691386943,0.0137534669809995,"FZD4/FZD8",2
"GO:0071364","GO:0071364","cellular response to epidermal growth factor stimulus","2/72","43/18903",0.0116805313724129,0.0297332691386943,0.0137534669809995,"COL1A1/EGFR",2
"GO:0030003","GO:0030003","cellular cation homeostasis","6/72","499/18903",0.011814272403004,0.029993144109176,0.0138736751494668,"CCL7/IL1A/APP/CDH5/CCR2/CD40",6
"GO:0046660","GO:0046660","female sex differentiation","3/72","124/18903",0.0118273374832308,0.029993144109176,0.0138736751494668,"KITLG/FZD4/KIT",3
"GO:0055007","GO:0055007","cardiac muscle cell differentiation","3/72","124/18903",0.0118273374832308,0.029993144109176,0.0138736751494668,"IGF1/EFNB2/FZD7",3
"GO:0072089","GO:0072089","stem cell proliferation","3/72","124/18903",0.0118273374832308,0.029993144109176,0.0138736751494668,"WNT11/KITLG/NOTCH1",3
"GO:0060348","GO:0060348","bone development","4/72","233/18903",0.0120388446088525,0.0305006799674705,0.0141084417214225,"IGF1/COL1A1/KIT/NOTCH2",4
"GO:1904375","GO:1904375","regulation of protein localization to cell periphery","3/72","125/18903",0.0120855937871782,0.0305902340858482,0.0141498660129922,"EGFR/EPHA2/EPHA3",3
"GO:0001709","GO:0001709","cell fate determination","2/72","44/18903",0.0122068738396185,0.0307692720276299,0.0142326820803796,"JAG1/NOTCH2",2
"GO:0006509","GO:0006509","membrane protein ectodomain proteolysis","2/72","44/18903",0.0122068738396185,0.0307692720276299,0.0142326820803796,"IL10/IL1B",2
"GO:0032881","GO:0032881","regulation of polysaccharide metabolic process","2/72","44/18903",0.0122068738396185,0.0307692720276299,0.0142326820803796,"EGF/IGF1",2
"GO:0042771","GO:0042771","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","2/72","44/18903",0.0122068738396185,0.0307692720276299,0.0142326820803796,"CD44/CD74",2
"GO:0046883","GO:0046883","regulation of hormone secretion","4/72","234/18903",0.0122136692916235,0.0307692720276299,0.0142326820803796,"IL1B/SPP1/EFNA5/HLA-DRB1",4
"GO:0009913","GO:0009913","epidermal cell differentiation","4/72","235/18903",0.0123901193731806,0.0311552861089443,0.0144112373511369,"IL1A/JAG1/EPHA2/NOTCH1",4
